"Series.Code","Indicator.Name","Long.definition","Percent.Video","Percent.Total"
"fin24a.3.d","Coming up with emergency funds in 30 days: possible and not difficult at all (% age 15+)","The percentage of respondents who say it is possible and not difficult at all for them to come up with with 1/20 of GNI per capita in local currency units in 30 days.",0.673469387755102,0.543396226415094
"fin24a.3.d.1","Coming up with emergency funds in 30 days: possible and not difficult at all, female (% age 15+)","The percentage of respondents who say it is possible and not difficult at all for them to come up with with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.3.d.2","Coming up with emergency funds in 30 days: possible and not difficult at all, male (% age 15+)","The percentage of respondents who say it is possible and not difficult at all for them to come up with with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.32.d","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult (% age 15+)","The percentage of respondents who say it is possible and not difficult at all or somewhat difficult to come up with 1/20 of GNI per capita in local currency units in 30 days.",0.673469387755102,0.543396226415094
"fin24a.32.d.1","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, female (% age 15+)","The percentage of respondents who say it is possible and not difficult at all or somewhat difficult to come up with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.32.d.2","Coming up with emergency funds in 30 days: possible and not difficult or somewhat difficult, male (% age 15+)","The percentage of respondents who say it is possible and not difficult at all or somewhat difficult to come up with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.321.d","Coming up with emergency funds in 30 days: possible (% age 15+)","The percentage of respondents who say it is possible--whether ""difficult,"" ""somewhat difficult,"" or ""not very difficult""--for them to come up with with 1/20 of GNI per capita in local currency units in 30 days.",0.673469387755102,0.543396226415094
"fin24a.321.d.1","Coming up with emergency funds in 30 days: possible, female (% age 15+)","The percentage of respondents who say it is possible--whether ""difficult,"" ""somewhat difficult,"" or ""not very difficult""--for them to come up with with 1/20 of GNI per capita in local currency units in 30 days, female (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.321.d.2","Coming up with emergency funds in 30 days: possible, male (% age 15+)","The percentage of respondents who say it is possible--whether ""difficult,"" ""somewhat difficult,"" or ""not very difficult""--for them to come up with with 1/20 of GNI per capita in local currency units in 30 days, male (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.N.d","Coming up with emergency funds in 30 days: not possible (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,"" ""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days. This also includes the share of adults who say do not know or refused.",0.673469387755102,0.543396226415094
"fin24a.N.d.1","Coming up with emergency funds in 30 days: not possible, female (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,"" ""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days. This also includes the share of adults who say do not know or refused, female (% age 15+)",0.673469387755102,0.543396226415094
"fin24a.N.d.2","Coming up with emergency funds in 30 days: not possible, male (% age 15+)","The percentage of respondents who, when asked, say it is not possible--and say no to ""very difficult,"" ""somewhat difficult,"" or ""not difficult at all""--to come up with 1/20 of GNI per capita in local currency units in 30 days. This also includes the share of adults who say do not know or refused, male (% age 15+)",0.673469387755102,0.543396226415094
"fin24b.1.d","Coming up with emergency funds in 7 days: possible and very difficult (% age 15+)","The percentage of respondents who say it is possible and very difficult for them to come up with 1/20 of GNI per capita in local currency units in 7 days.",0.673469387755102,0.543396226415094
"fin24b.1.d.1","Coming up with emergency funds in 7 days: possible and very difficult, female (% age 15+)","The percentage of respondents who say it is possible and very difficult for them to come up with 1/20 of GNI per capita in local currency units in 7 days, female (% age 15+)",0.673469387755102,0.543396226415094
